stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\Tutu\source\repos\PI_II_NORUEGA\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19699] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19702] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19705] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19707] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19710] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19712] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19715] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19717] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.19719] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.19721] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.19724] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.19726] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.19729] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.19744] added dtor for bitmap 000002C0AB52DE30, func 00007FFD69F1118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.19772] added dtor for queue 000002C0A59C3890, func 00007FFD69F11C49
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23495] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23508] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23693] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23703] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24123] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24134] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24203] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24233] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24237] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24263] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24266] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24289] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24292] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.87713] removed dtor for bitmap 000002C0AB52ABD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88015] removed dtor for bitmap 000002C0AB52C120
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88046] removed dtor for bitmap 000002C0AB52BB50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88058] removed dtor for bitmap 000002C0AB52DE30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88068] removed dtor for bitmap 000002C0AB52D480
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88079] removed dtor for bitmap 000002C0AB5304F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88095] removed dtor for font 000002C0A59B5A40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88100] removed dtor for sub_bitmap 000002C0AB4F5DE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88104] removed dtor for sub_bitmap 000002C0AB4F5FD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88108] removed dtor for sub_bitmap 000002C0AB4F71D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88112] removed dtor for sub_bitmap 000002C0AB4F73C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88116] removed dtor for sub_bitmap 000002C0AB4F75B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88120] removed dtor for sub_bitmap 000002C0AB4F77A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88124] removed dtor for sub_bitmap 000002C0AB4F7990
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88127] removed dtor for sub_bitmap 000002C0AB4F7B80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88131] removed dtor for sub_bitmap 000002C0AB4F7D70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88134] removed dtor for sub_bitmap 000002C0AB4F7F60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88138] removed dtor for sub_bitmap 000002C0AB4F8150
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88141] removed dtor for sub_bitmap 000002C0AB4F8340
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88145] removed dtor for sub_bitmap 000002C0AB4F8530
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88148] removed dtor for sub_bitmap 000002C0AB4F8720
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88152] removed dtor for sub_bitmap 000002C0AB4F96F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88155] removed dtor for sub_bitmap 000002C0AB4F8960
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88159] removed dtor for sub_bitmap 000002C0AB4F9500
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88162] removed dtor for sub_bitmap 000002C0AB4F9310
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88165] removed dtor for sub_bitmap 000002C0AB4F8F30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88169] removed dtor for sub_bitmap 000002C0AB4F8D40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88172] removed dtor for sub_bitmap 000002C0AB4F9120
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88176] removed dtor for sub_bitmap 000002C0AB4F8B50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88179] removed dtor for sub_bitmap 000002C0AB4F9F40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88183] removed dtor for sub_bitmap 000002C0AB4FAEC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88186] removed dtor for sub_bitmap 000002C0AB4F9B60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88189] removed dtor for sub_bitmap 000002C0AB4FB680
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88193] removed dtor for sub_bitmap 000002C0AB4F9970
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88196] removed dtor for sub_bitmap 000002C0AB4FA130
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88200] removed dtor for sub_bitmap 000002C0AB4FA320
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88203] removed dtor for sub_bitmap 000002C0AB4FB2A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88206] removed dtor for sub_bitmap 000002C0AB4FB490
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88210] removed dtor for sub_bitmap 000002C0AB4FB0B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88213] removed dtor for sub_bitmap 000002C0AB4F9D50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88216] removed dtor for sub_bitmap 000002C0AB4FA510
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88220] removed dtor for sub_bitmap 000002C0AB4FACD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88224] removed dtor for sub_bitmap 000002C0AB4FA700
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88228] removed dtor for sub_bitmap 000002C0AB4FA8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88231] removed dtor for sub_bitmap 000002C0AB4FAAE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88235] removed dtor for sub_bitmap 000002C0AB4FD150
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88238] removed dtor for sub_bitmap 000002C0AB4FD340
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88242] removed dtor for sub_bitmap 000002C0AB4FC990
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88245] removed dtor for sub_bitmap 000002C0AB4FCB80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88249] removed dtor for sub_bitmap 000002C0AB4FD530
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88252] removed dtor for sub_bitmap 000002C0AB4FDCF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88255] removed dtor for sub_bitmap 000002C0AB4FCD70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88259] removed dtor for sub_bitmap 000002C0AB4FDB00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88262] removed dtor for sub_bitmap 000002C0AB4FE2C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88265] removed dtor for sub_bitmap 000002C0AB4FCF60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88269] removed dtor for sub_bitmap 000002C0AB4FD720
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88272] removed dtor for sub_bitmap 000002C0AB4FD910
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88275] removed dtor for sub_bitmap 000002C0AB4FDEE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88278] removed dtor for sub_bitmap 000002C0AB4FE0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88281] removed dtor for sub_bitmap 000002C0AB4FE4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88284] removed dtor for sub_bitmap 000002C0AB4FE6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88286] removed dtor for sub_bitmap 000002C0AB500930
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88289] removed dtor for sub_bitmap 000002C0AB500D10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88292] removed dtor for sub_bitmap 000002C0AB4FF9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88295] removed dtor for sub_bitmap 000002C0AB4FFBA0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88298] removed dtor for sub_bitmap 000002C0AB4FFF80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88300] removed dtor for sub_bitmap 000002C0AB5010F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88303] removed dtor for sub_bitmap 000002C0AB500170
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88306] removed dtor for sub_bitmap 000002C0AB500F00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88309] removed dtor for sub_bitmap 000002C0AB500B20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88311] removed dtor for sub_bitmap 000002C0AB4FFD90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88314] removed dtor for sub_bitmap 000002C0AB5012E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88317] removed dtor for sub_bitmap 000002C0AB5014D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88320] removed dtor for sub_bitmap 000002C0AB500550
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88323] removed dtor for sub_bitmap 000002C0AB5016C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88326] removed dtor for sub_bitmap 000002C0AB500360
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88328] removed dtor for sub_bitmap 000002C0AB500740
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88331] removed dtor for sub_bitmap 000002C0AB501DC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88334] removed dtor for sub_bitmap 000002C0AB503310
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88337] removed dtor for sub_bitmap 000002C0AB503AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88339] removed dtor for sub_bitmap 000002C0AB502390
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88342] removed dtor for sub_bitmap 000002C0AB5038E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88345] removed dtor for sub_bitmap 000002C0AB5021A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88348] removed dtor for sub_bitmap 000002C0AB502770
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88350] removed dtor for sub_bitmap 000002C0AB503500
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88353] removed dtor for sub_bitmap 000002C0AB502D40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88356] removed dtor for sub_bitmap 000002C0AB501FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88359] removed dtor for sub_bitmap 000002C0AB502580
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88361] removed dtor for sub_bitmap 000002C0AB502F30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88364] removed dtor for sub_bitmap 000002C0AB502960
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88367] removed dtor for sub_bitmap 000002C0AB5036F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88370] removed dtor for sub_bitmap 000002C0AB503120
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88372] removed dtor for sub_bitmap 000002C0AB502B50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88375] removed dtor for sub_bitmap 000002C0AB507B00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88378] removed dtor for sub_bitmap 000002C0AB507910
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88381] removed dtor for sub_bitmap 000002C0AB5061D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88384] removed dtor for sub_bitmap 000002C0AB506D70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88386] removed dtor for sub_bitmap 000002C0AB5063C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88389] removed dtor for sub_bitmap 000002C0AB5065B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88392] removed dtor for sub_bitmap 000002C0AB505DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88395] removed dtor for sub_bitmap 000002C0AB505FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88397] removed dtor for sub_bitmap 000002C0AB5067A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88400] removed dtor for sub_bitmap 000002C0AB507340
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88403] removed dtor for sub_bitmap 000002C0AB506990
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88406] removed dtor for sub_bitmap 000002C0AB506B80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88410] removed dtor for sub_bitmap 000002C0AB506F60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88413] removed dtor for sub_bitmap 000002C0AB507150
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88415] removed dtor for sub_bitmap 000002C0AB507530
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88418] removed dtor for sub_bitmap 000002C0AB507720
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88420] removed dtor for sub_bitmap 000002C0AB509E50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88423] removed dtor for sub_bitmap 000002C0AB509C60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88426] removed dtor for sub_bitmap 000002C0AB508330
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88428] removed dtor for sub_bitmap 000002C0AB508140
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88431] removed dtor for sub_bitmap 000002C0AB508710
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88433] removed dtor for sub_bitmap 000002C0AB509880
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88436] removed dtor for sub_bitmap 000002C0AB5094A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88438] removed dtor for sub_bitmap 000002C0AB508900
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88441] removed dtor for sub_bitmap 000002C0AB508CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88443] removed dtor for sub_bitmap 000002C0AB508AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88446] removed dtor for sub_bitmap 000002C0AB508520
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88448] removed dtor for sub_bitmap 000002C0AB508ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88451] removed dtor for sub_bitmap 000002C0AB5090C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88453] removed dtor for sub_bitmap 000002C0AB509690
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88456] removed dtor for sub_bitmap 000002C0AB5092B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88458] removed dtor for sub_bitmap 000002C0AB509A70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88461] removed dtor for sub_bitmap 000002C0AB50C2D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88463] removed dtor for sub_bitmap 000002C0AB50B920
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88466] removed dtor for sub_bitmap 000002C0AB50C6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88468] removed dtor for sub_bitmap 000002C0AB50C8A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88471] removed dtor for sub_bitmap 000002C0AB50CE70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88474] removed dtor for sub_bitmap 000002C0AB50CA90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88476] removed dtor for sub_bitmap 000002C0AB50C4C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88479] removed dtor for sub_bitmap 000002C0AB50BB10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88481] removed dtor for sub_bitmap 000002C0AB50CC80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88484] removed dtor for sub_bitmap 000002C0AB50B160
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88486] removed dtor for sub_bitmap 000002C0AB50C0E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88489] removed dtor for sub_bitmap 000002C0AB50BEF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88492] removed dtor for sub_bitmap 000002C0AB50B350
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88494] removed dtor for sub_bitmap 000002C0AB50B540
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88497] removed dtor for sub_bitmap 000002C0AB50B730
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88499] removed dtor for sub_bitmap 000002C0AB50BD00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88502] removed dtor for sub_bitmap 000002C0AB50EB30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88504] removed dtor for sub_bitmap 000002C0AB50FAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88507] removed dtor for sub_bitmap 000002C0AB50F4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88510] removed dtor for sub_bitmap 000002C0AB50E940
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88512] removed dtor for sub_bitmap 000002C0AB50F6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88515] removed dtor for sub_bitmap 000002C0AB50ED20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88517] removed dtor for sub_bitmap 000002C0AB50F100
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88520] removed dtor for sub_bitmap 000002C0AB50EF10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88522] removed dtor for sub_bitmap 000002C0AB50FE90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88525] removed dtor for sub_bitmap 000002C0AB50F2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88527] removed dtor for sub_bitmap 000002C0AB50E750
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88530] removed dtor for sub_bitmap 000002C0AB50FCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88532] removed dtor for sub_bitmap 000002C0AB50E560
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88535] removed dtor for sub_bitmap 000002C0AB50F8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88538] removed dtor for sub_bitmap 000002C0AB50E180
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88540] removed dtor for sub_bitmap 000002C0AB50E370
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88543] removed dtor for sub_bitmap 000002C0AB5128E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88545] removed dtor for sub_bitmap 000002C0AB5111A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88548] removed dtor for sub_bitmap 000002C0AB511390
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88550] removed dtor for sub_bitmap 000002C0AB5147E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88553] removed dtor for sub_bitmap 000002C0AB512CC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88555] removed dtor for sub_bitmap 000002C0AB511580
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88558] removed dtor for sub_bitmap 000002C0AB513670
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88560] removed dtor for sub_bitmap 000002C0AB512310
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88563] removed dtor for sub_bitmap 000002C0AB514DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88565] removed dtor for sub_bitmap 000002C0AB511770
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88568] removed dtor for sub_bitmap 000002C0AB5130A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88571] removed dtor for sub_bitmap 000002C0AB513E30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88573] removed dtor for sub_bitmap 000002C0AB513480
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88576] removed dtor for sub_bitmap 000002C0AB5149D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88579] removed dtor for sub_bitmap 000002C0AB514020
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88581] removed dtor for sub_bitmap 000002C0AB511960
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88584] removed dtor for sub_bitmap 000002C0AB514BC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88586] removed dtor for sub_bitmap 000002C0AB513860
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88589] removed dtor for sub_bitmap 000002C0AB514210
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88591] removed dtor for sub_bitmap 000002C0AB512AD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88594] removed dtor for sub_bitmap 000002C0AB512EB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88596] removed dtor for sub_bitmap 000002C0AB514400
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88599] removed dtor for sub_bitmap 000002C0AB511B50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88601] removed dtor for sub_bitmap 000002C0AB513290
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88604] removed dtor for sub_bitmap 000002C0AB511D40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88606] removed dtor for sub_bitmap 000002C0AB512120
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88609] removed dtor for sub_bitmap 000002C0AB513A50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88611] removed dtor for sub_bitmap 000002C0AB513C40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88614] removed dtor for sub_bitmap 000002C0AB5145F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88616] removed dtor for sub_bitmap 000002C0AB511F30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88619] removed dtor for sub_bitmap 000002C0AB512500
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88621] removed dtor for sub_bitmap 000002C0AB5126F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88624] removed dtor for sub_bitmap 000002C0AB51B0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88627] removed dtor for sub_bitmap 000002C0AB51BE60
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88629] removed dtor for sub_bitmap 000002C0AB51A720
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88632] removed dtor for sub_bitmap 000002C0AB51C620
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88634] removed dtor for sub_bitmap 000002C0AB519B80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88637] removed dtor for sub_bitmap 000002C0AB5193C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88639] removed dtor for sub_bitmap 000002C0AB51A150
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88642] removed dtor for sub_bitmap 000002C0AB5195B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88644] removed dtor for sub_bitmap 000002C0AB5191D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88647] removed dtor for sub_bitmap 000002C0AB51B2C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88649] removed dtor for sub_bitmap 000002C0AB51BC70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88652] removed dtor for sub_bitmap 000002C0AB519990
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88655] removed dtor for sub_bitmap 000002C0AB51AEE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88658] removed dtor for sub_bitmap 000002C0AB51C050
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88660] removed dtor for sub_bitmap 000002C0AB51CA00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88663] removed dtor for sub_bitmap 000002C0AB51BA80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88665] removed dtor for sub_bitmap 000002C0AB51C240
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88668] removed dtor for sub_bitmap 000002C0AB51C430
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88670] removed dtor for sub_bitmap 000002C0AB51CBF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88673] removed dtor for sub_bitmap 000002C0AB51B4B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88675] removed dtor for sub_bitmap 000002C0AB5197A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88678] removed dtor for sub_bitmap 000002C0AB51B6A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88680] removed dtor for sub_bitmap 000002C0AB51C810
dtor     D               dtor.c:227  _al_unregister_destructor        [ 246.88683] removed dtor for sub_bitmap 000002C0AB519D70
